"","activity","subject","sensor","avg_reading"
"1530","WALKING",1,"tGravityAcc.std...Y",-0.951150627458213
"1531","WALKING",1,"tGravityAcc.std...Z",-0.925817590867435
"1532","WALKING",1,"tGravityAccMag.mean..",-0.453632943768818
"1533","WALKING",1,"tGravityAccMag.std..",-0.497096402038329
"1534","WALKING",2,"angle.tBodyAccJerkMean..gravityMean.",0.0140445759570199
"1535","WALKING",2,"angle.tBodyAccMean.gravity.",0.00987176748993709
"1536","WALKING",2,"angle.tBodyGyroJerkMean.gravityMean.",-0.0372927976207285
"1537","WALKING",2,"angle.tBodyGyroMean.gravityMean.",0.0745850523983444
"1538","WALKING",2,"angle.X.gravityMean.",-0.434486657251656
"1539","WALKING",2,"angle.Y.gravityMean.",0.17228684113245
"1540","WALKING",2,"angle.Z.gravityMean.",-0.0788654586730132
"1541","WALKING",2,"fBodyAcc.mean...X",-0.57377091142947
"1542","WALKING",2,"fBodyAcc.mean...Y",-0.432566581302351
"1543","WALKING",2,"fBodyAcc.mean...Z",-0.630081222124834
"1544","WALKING",2,"fBodyAcc.std...X",-0.619788102803311
"1545","WALKING",2,"fBodyAcc.std...Y",-0.464723862913245
"1546","WALKING",2,"fBodyAcc.std...Z",-0.600678614835099
"1547","WALKING",2,"fBodyAccJerk.mean...X",-0.561682049622185
"1548","WALKING",2,"fBodyAccJerk.mean...Y",-0.50890379901457
"1549","WALKING",2,"fBodyAccJerk.mean...Z",-0.715745330403973
"1550","WALKING",2,"fBodyAccJerk.std...X",-0.595105612895033
"1551","WALKING",2,"fBodyAccJerk.std...Y",-0.509147543673841
"1552","WALKING",2,"fBodyAccJerk.std...Z",-0.767087015496689
"1553","WALKING",2,"fBodyAccMag.mean..",-0.514569861316887
"1554","WALKING",2,"fBodyAccMag.std..",-0.646662308457285
"1555","WALKING",2,"fBodyBodyAccJerkMag.mean..",-0.509746432970861
"1556","WALKING",2,"fBodyBodyAccJerkMag.std..",-0.518800797709272
"1557","WALKING",2,"fBodyBodyGyroJerkMag.mean..",-0.751615078360927
"1558","WALKING",2,"fBodyBodyGyroJerkMag.std..",-0.744194981440397
"1559","WALKING",2,"fBodyBodyGyroMag.mean..",-0.699742945221854
"1560","WALKING",2,"fBodyBodyGyroMag.std..",-0.725310337688742
"1561","WALKING",2,"fBodyGyro.mean...X",-0.638717694593046
"1562","WALKING",2,"fBodyGyro.mean...Y",-0.722068978635762
"1563","WALKING",2,"fBodyGyro.mean...Z",-0.601594889654305
"1564","WALKING",2,"fBodyGyro.std...X",-0.734588540182119
"1565","WALKING",2,"fBodyGyro.std...Y",-0.72716774102649
"1566","WALKING",2,"fBodyGyro.std...Z",-0.683114494539735
"1567","WALKING",2,"tBodyAcc.mean...X",0.273113115788079
"1568","WALKING",2,"tBodyAcc.mean...Y",-0.0191323183174834
"1569","WALKING",2,"tBodyAcc.mean...Z",-0.115649958175497
"1570","WALKING",2,"tBodyAcc.std...X",-0.605586497159271
"1571","WALKING",2,"tBodyAcc.std...Y",-0.428962986589404
"1572","WALKING",2,"tBodyAcc.std...Z",-0.589360062210596
"1573","WALKING",2,"tBodyAccJerk.mean...X",0.0785353156747351
"1574","WALKING",2,"tBodyAccJerk.mean...Y",0.00708771249764901
"1575","WALKING",2,"tBodyAccJerk.mean...Z",0.000755760748377483
"1576","WALKING",2,"tBodyAccJerk.std...X",-0.557809603123841
"1577","WALKING",2,"tBodyAccJerk.std...Y",-0.491875889831788
"1578","WALKING",2,"tBodyAccJerk.std...Z",-0.741885388311258
"1579","WALKING",2,"tBodyAccJerkMag.mean..",-0.58777744543543
"1580","WALKING",2,"tBodyAccJerkMag.std..",-0.512115278415232
"1581","WALKING",2,"tBodyAccMag.mean..",-0.535281800541722
"1582","WALKING",2,"tBodyAccMag.std..",-0.552812545643709
"1583","WALKING",2,"tBodyGyro.mean...X",-0.0517030657821192
"1584","WALKING",2,"tBodyGyro.mean...Y",-0.0568420186817881
"1585","WALKING",2,"tBodyGyro.mean...Z",0.0872599422291391
"1586","WALKING",2,"tBodyGyro.std...X",-0.710648927815894
"1587","WALKING",2,"tBodyGyro.std...Y",-0.722943674337748
"1588","WALKING",2,"tBodyGyro.std...Z",-0.634888927843046
"1589","WALKING",2,"tBodyGyroJerk.mean...X",-0.0875587491668874
"1590","WALKING",2,"tBodyGyroJerk.mean...Y",-0.0433986835453642
"1591","WALKING",2,"tBodyGyroJerk.mean...Z",-0.0557541828188742
"1592","WALKING",2,"tBodyGyroJerk.std...X",-0.671679103311258
"1593","WALKING",2,"tBodyGyroJerk.std...Y",-0.783595466728477
"1594","WALKING",2,"tBodyGyroJerk.std...Z",-0.674611933293046
"1595","WALKING",2,"tBodyGyroJerkMag.mean..",-0.746559539039735
"1596","WALKING",2,"tBodyGyroJerkMag.std..",-0.740088733655629
"1597","WALKING",2,"tBodyGyroMag.mean..",-0.614771054893146
"1598","WALKING",2,"tBodyGyroMag.std..",-0.680584887880795
"1599","WALKING",2,"tGravityAcc.mean...X",0.660782866688742
"1600","WALKING",2,"tGravityAcc.mean...Y",-0.147219886910411
"1601","WALKING",2,"tGravityAcc.mean...Z",0.134865335090728
"1602","WALKING",2,"tGravityAcc.std...X",-0.963015508245033
"1603","WALKING",2,"tGravityAcc.std...Y",-0.960033560165563
"1604","WALKING",2,"tGravityAcc.std...Z",-0.945365383907285
"1605","WALKING",2,"tGravityAccMag.mean..",-0.535281800541722
"1606","WALKING",2,"tGravityAccMag.std..",-0.552812545643709
"1607","WALKING",3,"angle.tBodyAccJerkMean..gravityMean.",0.0134500193845455
"1608","WALKING",3,"angle.tBodyAccMean.gravity.",0.0140943888357038
"1609","WALKING",3,"angle.tBodyGyroJerkMean.gravityMean.",-0.0192074752090909
"1610","WALKING",3,"angle.tBodyGyroMean.gravityMean.",0.0359008263363636
"1611","WALKING",3,"angle.X.gravityMean.",-0.503323420175953
"1612","WALKING",3,"angle.Y.gravityMean.",0.075626283568915
"1613","WALKING",3,"angle.Z.gravityMean.",-0.0174901508665689
"1614","WALKING",3,"fBodyAcc.mean...X",-0.625733289873607
"1615","WALKING",3,"fBodyAcc.mean...Y",-0.501779938505279
"1616","WALKING",3,"fBodyAcc.mean...Z",-0.699656828592375
"1617","WALKING",3,"fBodyAcc.std...X",-0.623805015199413
"1618","WALKING",3,"fBodyAcc.std...Y",-0.502753639795894
"1619","WALKING",3,"fBodyAcc.std...Z",-0.657443765803519
"1620","WALKING",3,"fBodyAccJerk.mean...X",-0.645893496630499
"1621","WALKING",3,"fBodyAccJerk.mean...Y",-0.582949919157742
"1622","WALKING",3,"fBodyAccJerk.mean...Z",-0.780101644193548
"1623","WALKING",3,"fBodyAccJerk.std...X",-0.657844055881525
"1624","WALKING",3,"fBodyAccJerk.std...Y",-0.559851186088408
"1625","WALKING",3,"fBodyAccJerk.std...Z",-0.81080601659824
"1626","WALKING",3,"fBodyAccMag.mean..",-0.579076453758064
"1627","WALKING",3,"fBodyAccMag.std..",-0.663079838985044
"1628","WALKING",3,"fBodyBodyAccJerkMag.mean..",-0.604752108072727
"1629","WALKING",3,"fBodyBodyAccJerkMag.std..",-0.615643694857361
"1630","WALKING",3,"fBodyBodyGyroJerkMag.mean..",-0.810085498651026
"1631","WALKING",3,"fBodyBodyGyroJerkMag.std..",-0.810032718739003
"1632","WALKING",3,"fBodyBodyGyroMag.mean..",-0.716822144279179
"1633","WALKING",3,"fBodyBodyGyroMag.std..",-0.703839403007038
"1634","WALKING",3,"fBodyGyro.mean...X",-0.642097719778592
"1635","WALKING",3,"fBodyGyro.mean...Y",-0.775144985073314
"1636","WALKING",3,"fBodyGyro.mean...Z",-0.670734708996481
"1637","WALKING",3,"fBodyGyro.std...X",-0.719276622702346
"1638","WALKING",3,"fBodyGyro.std...Y",-0.758505287214076
"1639","WALKING",3,"fBodyGyro.std...Z",-0.751008875659824
"1640","WALKING",3,"tBodyAcc.mean...X",0.273428719636364
"1641","WALKING",3,"tBodyAcc.mean...Y",-0.017856067384956
"1642","WALKING",3,"tBodyAcc.mean...Z",-0.106492632429097
"1643","WALKING",3,"tBodyAcc.std...X",-0.623413602046921
"1644","WALKING",3,"tBodyAcc.std...Y",-0.480015920697654
"1645","WALKING",3,"tBodyAcc.std...Z",-0.653625579293255
"1646","WALKING",3,"tBodyAccJerk.mean...X",0.0701731261988856
"1647","WALKING",3,"tBodyAccJerk.mean...Y",0.0144664329060411
"1648","WALKING",3,"tBodyAccJerk.mean...Z",-0.000526818872875366
"1649","WALKING",3,"tBodyAccJerk.std...X",-0.635484688041056
"1650","WALKING",3,"tBodyAccJerk.std...Y",-0.55721186773783
"1651","WALKING",3,"tBodyAccJerk.std...Z",-0.796066240234604
"1652","WALKING",3,"tBodyAccJerkMag.mean..",-0.650182434328446
"1653","WALKING",3,"tBodyAccJerkMag.std..",-0.607658214170381
"1654","WALKING",3,"tBodyAccMag.mean..",-0.563140802770059
"1655","WALKING",3,"tBodyAccMag.std..",-0.591224780306452
"1656","WALKING",3,"tBodyGyro.mean...X",-0.0248490682828446
"1657","WALKING",3,"tBodyGyro.mean...Y",-0.0743565308442815
"1658","WALKING",3,"tBodyGyro.mean...Z",0.0866875497119062
"1659","WALKING",3,"tBodyGyro.std...X",-0.699262195705865
"1660","WALKING",3,"tBodyGyro.std...Y",-0.76302218170088
"1661","WALKING",3,"tBodyGyro.std...Z",-0.709483440322581
"1662","WALKING",3,"tBodyGyroJerk.mean...X",-0.0991554609633431
"1663","WALKING",3,"tBodyGyroJerk.mean...Y",-0.0401923943695015
"1664","WALKING",3,"tBodyGyroJerk.mean...Z",-0.0521178264170088
"1665","WALKING",3,"tBodyGyroJerk.std...X",-0.689328428607038
"1666","WALKING",3,"tBodyGyroJerk.std...Y",-0.842659862111437
"1667","WALKING",3,"tBodyGyroJerk.std...Z",-0.743028500565982
"1668","WALKING",3,"tBodyGyroJerkMag.mean..",-0.784056656246334
"1669","WALKING",3,"tBodyGyroJerkMag.std..",-0.80366136372434
"1670","WALKING",3,"tBodyGyroMag.mean..",-0.643150121648094
"1671","WALKING",3,"tBodyGyroMag.std..",-0.674010290979472
"1672","WALKING",3,"tGravityAcc.mean...X",0.707814353343108
"1673","WALKING",3,"tGravityAcc.mean...Y",-0.0260590480328739
"1674","WALKING",3,"tGravityAcc.mean...Z",0.0480937904190616
"1675","WALKING",3,"tGravityAcc.std...X",-0.966457565630499
"1676","WALKING",3,"tGravityAcc.std...Y",-0.9445645371261
"1677","WALKING",3,"tGravityAcc.std...Z",-0.926966278211144
"1678","WALKING",3,"tGravityAccMag.mean..",-0.563140802770059
"1679","WALKING",3,"tGravityAccMag.std..",-0.591224780306452
"1680","WALKING",4,"angle.tBodyAccJerkMean..gravityMean.",-0.0229605642539691
"1681","WALKING",4,"angle.tBodyAccMean.gravity.",0.0138743449414948
"1682","WALKING",4,"angle.tBodyGyroJerkMean.gravityMean.",0.00551355829226804
"1683","WALKING",4,"angle.tBodyGyroMean.gravityMean.",0.0354053220360825
"1684","WALKING",4,"angle.X.gravityMean.",-0.59471513242268
"1685","WALKING",4,"angle.Y.gravityMean.",0.00844827569072165
"1686","WALKING",4,"angle.Z.gravityMean.",-0.117193013012371
"1687","WALKING",4,"fBodyAcc.mean...X",-0.698994344226804
"1688","WALKING",4,"fBodyAcc.mean...Y",-0.610966605674742
"1689","WALKING",4,"fBodyAcc.mean...Z",-0.784964119020619
"1690","WALKING",4,"fBodyAcc.std...X",-0.679316495457474
"1691","WALKING",4,"fBodyAcc.std...Y",-0.60587907902268
"1692","WALKING",4,"fBodyAcc.std...Z",-0.739920171907216
"1693","WALKING",4,"fBodyAccJerk.mean...X",-0.717973724971649
"1694","WALKING",4,"fBodyAccJerk.mean...Y",-0.684648403917526
"1695","WALKING",4,"fBodyAccJerk.mean...Z",-0.845383895412371
"1696","WALKING",4,"fBodyAccJerk.std...X",-0.710952957814433
"1697","WALKING",4,"fBodyAccJerk.std...Y",-0.679116699128866
"1698","WALKING",4,"fBodyAccJerk.std...Z",-0.872348615876289
"1699","WALKING",4,"fBodyAccMag.mean..",-0.668273665958763
"1700","WALKING",4,"fBodyAccMag.std..",-0.724979750463917
"1701","WALKING",4,"fBodyBodyAccJerkMag.mean..",-0.702045896773196
"1702","WALKING",4,"fBodyBodyAccJerkMag.std..",-0.723261097164948
"1703","WALKING",4,"fBodyBodyGyroJerkMag.mean..",-0.86760194427835
"1704","WALKING",4,"fBodyBodyGyroJerkMag.std..",-0.884187806804124
"1705","WALKING",4,"fBodyBodyGyroMag.mean..",-0.785172936701031
"1706","WALKING",4,"fBodyBodyGyroMag.std..",-0.769330760360825
"1707","WALKING",4,"fBodyGyro.mean...X",-0.708097003278351
"1708","WALKING",4,"fBodyGyro.mean...Y",-0.851859241237113
"1709","WALKING",4,"fBodyGyro.mean...Z",-0.723913683350515
"1710","WALKING",4,"fBodyGyro.std...X",-0.765931837365979
"1711","WALKING",4,"fBodyGyro.std...Y",-0.818105282886598
"1712","WALKING",4,"fBodyGyro.std...Z",-0.778863649278351
"1713","WALKING",4,"tBodyAcc.mean...X",0.277034464752577
"1714","WALKING",4,"tBodyAcc.mean...Y",-0.0133496817746907
"1715","WALKING",4,"tBodyAcc.mean...Z",-0.105916135927835
"1716","WALKING",4,"tBodyAcc.std...X",-0.68386446609433
"1717","WALKING",4,"tBodyAcc.std...Y",-0.589609330539691
"1718","WALKING",4,"tBodyAcc.std...Z",-0.741959040257732
"1719","WALKING",4,"tBodyAccJerk.mean...X",0.0780162237953608
"1720","WALKING",4,"tBodyAccJerk.mean...Y",-0.0010311298138299
"1721","WALKING",4,"tBodyAccJerk.mean...Z",-0.00737070069603093
"1722","WALKING",4,"tBodyAccJerk.std...X",-0.701066737438144
"1723","WALKING",4,"tBodyAccJerk.std...Y",-0.670976701376289
"1724","WALKING",4,"tBodyAccJerk.std...Z",-0.859502524793814
"1725","WALKING",4,"tBodyAccJerkMag.mean..",-0.72234055742268
"1726","WALKING",4,"tBodyAccJerkMag.std..",-0.71024608685567
"1727","WALKING",4,"tBodyAccMag.mean..",-0.637532979814948
"1728","WALKING",4,"tBodyAccMag.std..",-0.670122122716495
"1729","WALKING",4,"tBodyGyro.mean...X",-0.0298726752979381
"1730","WALKING",4,"tBodyGyro.mean...Y",-0.0750086556675258
"1731","WALKING",4,"tBodyGyro.mean...Z",0.0956607416628866
"1732","WALKING",4,"tBodyGyro.std...X",-0.750915960835052
"1733","WALKING",4,"tBodyGyro.std...Y",-0.828888294742268
"1734","WALKING",4,"tBodyGyro.std...Z",-0.745904225824742
"1735","WALKING",4,"tBodyGyroJerk.mean...X",-0.10509869233866
"1736","WALKING",4,"tBodyGyroJerk.mean...Y",-0.0410624426912371
"1737","WALKING",4,"tBodyGyroJerk.mean...Z",-0.060866534304433
"1738","WALKING",4,"tBodyGyroJerk.std...X",-0.778479585721649
"1739","WALKING",4,"tBodyGyroJerk.std...Y",-0.911436316752577
"1740","WALKING",4,"tBodyGyroJerk.std...Z",-0.790578254329897
"1741","WALKING",4,"tBodyGyroJerkMag.mean..",-0.849581355824742
"1742","WALKING",4,"tBodyGyroJerkMag.std..",-0.870579517938144
"1743","WALKING",4,"tBodyGyroMag.mean..",-0.708221087886598
"1744","WALKING",4,"tBodyGyroMag.std..",-0.749105473365979
"1745","WALKING",4,"tGravityAcc.mean...X",0.731456509896907
"1746","WALKING",4,"tGravityAcc.mean...Y",0.072347989306416
"1747","WALKING",4,"tGravityAcc.mean...Z",0.193993433768041
"1748","WALKING",4,"tGravityAcc.std...X",-0.967576704329897
"1749","WALKING",4,"tGravityAcc.std...Y",-0.94170652321134
"1750","WALKING",4,"tGravityAcc.std...Z",-0.936724233273196
"1751","WALKING",4,"tGravityAccMag.mean..",-0.637532979814948
"1752","WALKING",4,"tGravityAccMag.std..",-0.670122122716495
"1753","WALKING",5,"angle.tBodyAccJerkMean..gravityMean.",-0.0152166119291391
"1754","WALKING",5,"angle.tBodyAccMean.gravity.",-0.00911213827748344
"1755","WALKING",5,"angle.tBodyGyroJerkMean.gravityMean.",-0.0233952550609272
"1756","WALKING",5,"angle.tBodyGyroMean.gravityMean.",-0.00953130166963576
"1757","WALKING",5,"angle.X.gravityMean.",-0.598120786887417
"1758","WALKING",5,"angle.Y.gravityMean.",-0.0378727910794702
"1759","WALKING",5,"angle.Z.gravityMean.",-0.0440818730005695
"1760","WALKING",5,"fBodyAcc.mean...X",-0.55123770513245
"1761","WALKING",5,"fBodyAcc.mean...Y",-0.440232431795033
"1762","WALKING",5,"fBodyAcc.mean...Z",-0.696171811490066
"1763","WALKING",5,"fBodyAcc.std...X",-0.492829885748675
"1764","WALKING",5,"fBodyAcc.std...Y",-0.422162171100331
"1765","WALKING",5,"fBodyAcc.std...Z",-0.649351210748344
"1766","WALKING",5,"fBodyAccJerk.mean...X",-0.604769869438742
"1767","WALKING",5,"fBodyAccJerk.mean...Y",-0.550991969857417
"1768","WALKING",5,"fBodyAccJerk.mean...Z",-0.768762357980132
"1769","WALKING",5,"fBodyAccJerk.std...X",-0.584013626983444
"1770","WALKING",5,"fBodyAccJerk.std...Y",-0.491500434303907
"1771","WALKING",5,"fBodyAccJerk.std...Z",-0.798835563807947
"1772","WALKING",5,"fBodyAccMag.mean..",-0.528503022745033
"1773","WALKING",5,"fBodyAccMag.std..",-0.594259529756954
"1774","WALKING",5,"fBodyBodyAccJerkMag.mean..",-0.573176177044172
"1775","WALKING",5,"fBodyBodyAccJerkMag.std..",-0.613485123609272
"1776","WALKING",5,"fBodyBodyGyroJerkMag.mean..",-0.748829309536424
"1777","WALKING",5,"fBodyBodyGyroJerkMag.std..",-0.735610602483444
"1778","WALKING",5,"fBodyBodyGyroMag.mean..",-0.677355755703311
"1779","WALKING",5,"fBodyBodyGyroMag.std..",-0.715731148145695
"1780","WALKING",5,"fBodyGyro.mean...X",-0.632239300829801
"1781","WALKING",5,"fBodyGyro.mean...Y",-0.71706218781457
"1782","WALKING",5,"fBodyGyro.mean...Z",-0.537329127293278
"1783","WALKING",5,"fBodyGyro.std...X",-0.73573857718543
"1784","WALKING",5,"fBodyGyro.std...Y",-0.702290390960265
"1785","WALKING",5,"fBodyGyro.std...Z",-0.669353687483444
"1786","WALKING",5,"tBodyAcc.mean...X",0.279177960301325
"1787","WALKING",5,"tBodyAcc.mean...Y",-0.0154833455336192
"1788","WALKING",5,"tBodyAcc.mean...Z",-0.105661736816887
"1789","WALKING",5,"tBodyAcc.std...X",-0.507691011391722
"1790","WALKING",5,"tBodyAcc.std...Y",-0.402724906078146
"1791","WALKING",5,"tBodyAcc.std...Z",-0.646443640175497
"1792","WALKING",5,"tBodyAccJerk.mean...X",0.0841019899622517
"1793","WALKING",5,"tBodyAccJerk.mean...Y",0.0017656830384106
"1794","WALKING",5,"tBodyAccJerk.mean...Z",-0.0029537113427351
"1795","WALKING",5,"tBodyAccJerk.std...X",-0.575890535679801
"1796","WALKING",5,"tBodyAccJerk.std...Y",-0.506544358609603
"1797","WALKING",5,"tBodyAccJerk.std...Z",-0.78456199486755
"1798","WALKING",5,"tBodyAccJerkMag.mean..",-0.589313870006622
"1799","WALKING",5,"tBodyAccJerkMag.std..",-0.589031268133113
"1800","WALKING",5,"tBodyAccMag.mean..",-0.460866415568709
"1801","WALKING",5,"tBodyAccMag.std..",-0.52162345171192
"1802","WALKING",5,"tBodyGyro.mean...X",-0.0294516873643046
"1803","WALKING",5,"tBodyGyro.mean...Y",-0.0774316445596026
"1804","WALKING",5,"tBodyGyro.mean...Z",0.0866267116745033
"1805","WALKING",5,"tBodyGyro.std...X",-0.709955676983444
"1806","WALKING",5,"tBodyGyro.std...Y",-0.705638306688742
"1807","WALKING",5,"tBodyGyro.std...Z",-0.606589817380795
"1808","WALKING",5,"tBodyGyroJerk.mean...X",-0.103522877147351
"1809","WALKING",5,"tBodyGyroJerk.mean...Y",-0.0490624519374172
"1810","WALKING",5,"tBodyGyroJerk.mean...Z",-0.0506258160122517
"1811","WALKING",5,"tBodyGyroJerk.std...X",-0.662581310334437
"1812","WALKING",5,"tBodyGyroJerk.std...Y",-0.774114270364238
"1813","WALKING",5,"tBodyGyroJerk.std...Z",-0.564680771249007
"1814","WALKING",5,"tBodyGyroJerkMag.mean..",-0.707383517582782
"1815","WALKING",5,"tBodyGyroJerkMag.std..",-0.734187493344371
"1816","WALKING",5,"tBodyGyroMag.mean..",-0.602770284825828
"1817","WALKING",5,"tBodyGyroMag.std..",-0.664078383532781
"1818","WALKING",5,"tGravityAcc.mean...X",0.698153719072848
"1819","WALKING",5,"tGravityAcc.mean...Y",0.112313109736755
"1820","WALKING",5,"tGravityAcc.mean...Z",0.0921607197449904
"1821","WALKING",5,"tGravityAcc.std...X",-0.964629108807947
"1822","WALKING",5,"tGravityAcc.std...Y",-0.939973777950331
"1823","WALKING",5,"tGravityAcc.std...Z",-0.94207867884106
"1824","WALKING",5,"tGravityAccMag.mean..",-0.460866415568709
"1825","WALKING",5,"tGravityAccMag.std..",-0.52162345171192
"1826","WALKING",6,"angle.tBodyAccJerkMean..gravityMean.",-0.00800535941949153
"1827","WALKING",6,"angle.tBodyAccMean.gravity.",-0.00308253176317797
"1828","WALKING",6,"angle.tBodyGyroJerkMean.gravityMean.",-0.0451674383063559
"1829","WALKING",6,"angle.tBodyGyroMean.gravityMean.",0.0822586829909322
"1830","WALKING",6,"angle.X.gravityMean.",-0.515171309957627
"1831","WALKING",6,"angle.Y.gravityMean.",-0.0133259062199153
"1832","WALKING",6,"angle.Z.gravityMean.",-0.0205599619629661
"1833","WALKING",6,"fBodyAcc.mean...X",-0.646620302652542
"1834","WALKING",6,"fBodyAcc.mean...Y",-0.578355099619068
"1835","WALKING",6,"fBodyAcc.mean...Z",-0.814738365169491
"1836","WALKING",6,"fBodyAcc.std...X",-0.649772161629703
"1837","WALKING",6,"fBodyAcc.std...Y",-0.568609162121059
"1838","WALKING",6,"fBodyAcc.std...Z",-0.793153623220339
"1839","WALKING",6,"fBodyAccJerk.mean...X",-0.677779817705085
"1840","WALKING",6,"fBodyAccJerk.mean...Y",-0.66059454675
"1841","WALKING",6,"fBodyAccJerk.mean...Z",-0.859603672415254
"1842","WALKING",6,"fBodyAccJerk.std...X",-0.686677797992797
"1843","WALKING",6,"fBodyAccJerk.std...Y",-0.616329704501695
"1844","WALKING",6,"fBodyAccJerk.std...Z",-0.882511909533898
"1845","WALKING",6,"fBodyAccMag.mean..",-0.631495453982373
"1846","WALKING",6,"fBodyAccMag.std..",-0.682816079716102
"1847","WALKING",6,"fBodyBodyAccJerkMag.mean..",-0.652860664036017
"1848","WALKING",6,"fBodyBodyAccJerkMag.std..",-0.669980860496186
"1849","WALKING",6,"fBodyBodyGyroJerkMag.mean..",-0.802472022627119
"1850","WALKING",6,"fBodyBodyGyroJerkMag.std..",-0.807005713601695
"1851","WALKING",6,"fBodyBodyGyroMag.mean..",-0.73860950399661
"1852","WALKING",6,"fBodyBodyGyroMag.std..",-0.760907236300847
"1853","WALKING",6,"fBodyGyro.mean...X",-0.710060816508475
"1854","WALKING",6,"fBodyGyro.mean...Y",-0.761625061822034
"1855","WALKING",6,"fBodyGyro.mean...Z",-0.668113881479237
"1856","WALKING",6,"fBodyGyro.std...X",-0.786180311132627
"1857","WALKING",6,"fBodyGyro.std...Y",-0.76410811809322
"1858","WALKING",6,"fBodyGyro.std...Z",-0.770467456313559
"1859","WALKING",6,"tBodyAcc.mean...X",0.269434151902542
"1860","WALKING",6,"tBodyAcc.mean...Y",-0.0163911123936864
"1861","WALKING",6,"tBodyAcc.mean...Z",-0.117900692084746
"1862","WALKING",6,"tBodyAcc.std...X",-0.647669170333475
"1863","WALKING",6,"tBodyAcc.std...Y",-0.553142396078856
"1864","WALKING",6,"tBodyAcc.std...Z",-0.789845077542373
"1865","WALKING",6,"tBodyAccJerk.mean...X",0.0866435091149576
"1866","WALKING",6,"tBodyAccJerk.mean...Y",0.00183060788194915
"1867","WALKING",6,"tBodyAccJerk.mean...Z",-0.000810930989618644
"1868","WALKING",6,"tBodyAccJerk.std...X",-0.667198721502542
"1869","WALKING",6,"tBodyAccJerk.std...Y",-0.627357097410593
"1870","WALKING",6,"tBodyAccJerk.std...Z",-0.871721440720339
"1871","WALKING",6,"tBodyAccJerkMag.mean..",-0.701327652220339
"1872","WALKING",6,"tBodyAccJerkMag.std..",-0.659452354576271
"1873","WALKING",6,"tBodyAccMag.mean..",-0.619147950475381
"1874","WALKING",6,"tBodyAccMag.std..",-0.626787109835169
"1875","WALKING",6,"tBodyGyro.mean...X",-0.0342840234147034
"1876","WALKING",6,"tBodyGyro.mean...Y",-0.0772570116263983
"1877","WALKING",6,"tBodyGyro.mean...Z",0.104308754638941
"1878","WALKING",6,"tBodyGyro.std...X",-0.767068673052966
"1879","WALKING",6,"tBodyGyro.std...Y",-0.761438068516949
"1880","WALKING",6,"tBodyGyro.std...Z",-0.723490206153814
"1881","WALKING",6,"tBodyGyroJerk.mean...X",-0.0919680285336017
"1882","WALKING",6,"tBodyGyroJerk.mean...Y",-0.0437656755737288
"1883","WALKING",6,"tBodyGyroJerk.mean...Z",-0.0571513411507627
"1884","WALKING",6,"tBodyGyroJerk.std...X",-0.739023005
"1885","WALKING",6,"tBodyGyroJerk.std...Y",-0.82004406309322
"1886","WALKING",6,"tBodyGyroJerk.std...Z",-0.70638507157161
"1887","WALKING",6,"tBodyGyroJerkMag.mean..",-0.780046966228814
"1888","WALKING",6,"tBodyGyroJerkMag.std..",-0.79820274690678
"1889","WALKING",6,"tBodyGyroMag.mean..",-0.690488145614407
"1890","WALKING",6,"tBodyGyroMag.std..",-0.722636443516102
"1891","WALKING",6,"tGravityAcc.mean...X",0.670506153601695
"1892","WALKING",6,"tGravityAcc.mean...Y",0.0612321366461864
"1893","WALKING",6,"tGravityAcc.mean...Z",0.0584702778558475
"1894","WALKING",6,"tGravityAcc.std...X",-0.95651898940678
"1895","WALKING",6,"tGravityAcc.std...Y",-0.952613166822034
"1896","WALKING",6,"tGravityAcc.std...Z",-0.940646609533898
"1897","WALKING",6,"tGravityAccMag.mean..",-0.619147950475381
"1898","WALKING",6,"tGravityAccMag.std..",-0.626787109835169
"1899","WALKING_DOWNSTAIRS",10,"angle.tBodyAccJerkMean..gravityMean.",-0.003851938755
"1900","WALKING_DOWNSTAIRS",10,"angle.tBodyAccMean.gravity.",0.00672900927401709
"1901","WALKING_DOWNSTAIRS",10,"angle.tBodyGyroJerkMean.gravityMean.",0.064104052434188
"1902","WALKING_DOWNSTAIRS",10,"angle.tBodyGyroMean.gravityMean.",-0.0270371066380342
"1903","WALKING_DOWNSTAIRS",10,"angle.X.gravityMean.",-0.530948383162393
"1904","WALKING_DOWNSTAIRS",10,"angle.Y.gravityMean.",0.219369314832479
"1905","WALKING_DOWNSTAIRS",10,"angle.Z.gravityMean.",0.0159855709310385
"1906","WALKING_DOWNSTAIRS",10,"fBodyAcc.mean...X",-0.418694276739316
"1907","WALKING_DOWNSTAIRS",10,"fBodyAcc.mean...Y",-0.380394009936325
"1908","WALKING_DOWNSTAIRS",10,"fBodyAcc.mean...Z",-0.572754894505128
"1909","WALKING_DOWNSTAIRS",10,"fBodyAcc.std...X",-0.429098457335897
"1910","WALKING_DOWNSTAIRS",10,"fBodyAcc.std...Y",-0.430554427691538
"1911","WALKING_DOWNSTAIRS",10,"fBodyAcc.std...Z",-0.537241875010256
"1912","WALKING_DOWNSTAIRS",10,"fBodyAccJerk.mean...X",-0.436761689484615
"1913","WALKING_DOWNSTAIRS",10,"fBodyAccJerk.mean...Y",-0.450402445118248
"1914","WALKING_DOWNSTAIRS",10,"fBodyAccJerk.mean...Z",-0.654781895967094
"1915","WALKING_DOWNSTAIRS",10,"fBodyAccJerk.std...X",-0.444119132470983
